what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313743890434
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313743891735
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313743909394
activated,view,org.python.pydev,2.2.1.2011071313,"org.python.pydev.navigator.view",1313743932388
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313743934165
opened,editor,org.python.pydev,2.2.1.2011071313,"org.python.pydev.editor.PythonEditor",1313743942348
activated,editor,org.python.pydev,2.2.1.2011071313,"org.python.pydev.editor.PythonEditor",1313743942456
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313743942665
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1313744035870
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1313744045128
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1313744055371
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1313744074545
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1313744089113
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1313744105340
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313744110235
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313744112370
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313744190986
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313744196556
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313744199256
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313744206892
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313744208370
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313744283075
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313744287980
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313744292219
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313744395585
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313744399818
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313744417187
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313744419210
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313744450033
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1313744452648
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313744454659
activated,view,org.python.pydev,2.2.1.2011071313,"org.python.pydev.navigator.view",1313745488360
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313745490715
opened,editor,org.python.pydev,2.2.1.2011071313,"org.python.pydev.editor.PythonEditor",1313745494508
activated,editor,org.python.pydev,2.2.1.2011071313,"org.python.pydev.editor.PythonEditor",1313745494603
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313745494857
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1313745568328
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1313745581207
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1313745592111
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1313745614449
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1313745634132
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1313745653392
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1313745659578
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1313745671099
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1313745679463
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1313745688083
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1313745704599
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313745722672
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313745789188
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313745848243
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313745850946
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313745938414
executed,command,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors.lineNumberToggle",1313745942195
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313745970098
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313746052690
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313746198251
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313746317985
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313746370679
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313746372074
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313746407040
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313746446063
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313746448522
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1313746450393
activated,editor,org.python.pydev,2.2.1.2011071313,"org.python.pydev.editor.PythonEditor",1313746468103
executed,command,,,"org.python.pydev.debug.ui.launchShortcut.python.run",1313746471227
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1313746473403
activated,editor,org.python.pydev,2.2.1.2011071313,"org.python.pydev.editor.PythonEditor",1313746526172
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313746529505
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313746547309
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1313746549031
activated,editor,org.python.pydev,2.2.1.2011071313,"org.python.pydev.editor.PythonEditor",1313746552731
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313746555287
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313746575939
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1313746587023
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1313746587028
activated,editor,org.python.pydev,2.2.1.2011071313,"org.python.pydev.editor.PythonEditor",1313746593877
opened,view,org.python.pydev.debug,2.2.1.2011071313,"org.python.pydev.views.PyCodeCoverageView",1313746598330
activated,view,org.python.pydev.debug,2.2.1.2011071313,"org.python.pydev.views.PyCodeCoverageView",1313746598366
activated,editor,org.python.pydev,2.2.1.2011071313,"org.python.pydev.editor.PythonEditor",1313746602379
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313746658242
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313746777769
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313746829403
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313746833373
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313746834451
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313747235240
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1313747241051
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313747245340
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1313747280023
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1313747280478
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1313747281011
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1313747287240
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313747288794
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313747354505
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313747356346
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313747357766
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313747358530
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313747359859
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313747360756
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313747609178
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313747610427
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313747612082
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1313747612485
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1313747612485
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.1.201102110609,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1313747612485
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.search",1313747612485
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1313747612493
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.2.201102110609,"org.eclipse.cdt.dsf.ui",1313747612493
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201102110609,"org.eclipse.cdt.gdb.ui",1313747612493
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201102110609,"org.eclipse.cdt.dsf.gdb",1313747612493
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1313747612493
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1313747612500
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.traditional",1313747612500
stopped,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1313747612500
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1313747612500
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.ui",1313747612500
stopped,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1313747612501
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1313747612501
stopped,bundle,org.eclipse.cdt.managedbuilder.core,7.0.2.201102110609,"org.eclipse.cdt.managedbuilder.core",1313747613089
stopped,bundle,org.eclipse.cdt.make.core,7.0.1.201102110609,"org.eclipse.cdt.make.core",1313747613089
stopped,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1313747613089
stopped,bundle,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui",1313747613090
stopped,bundle,org.eclipse.cdt.core,5.2.1.201102110609,"org.eclipse.cdt.core",1313747613100
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1313747613101
stopped,bundle,com.python.pydev.codecompletion,2.2.1.2011071313,"com.python.pydev.codecompletion",1313747613102
stopped,bundle,com.python.pydev.refactoring,2.2.1.2011071313,"com.python.pydev.refactoring",1313747613102
stopped,bundle,com.python.pydev.analysis,2.2.1.2011071313,"com.python.pydev.analysis",1313747613102
stopped,bundle,com.python.pydev.debug,2.2.1.2011071313,"com.python.pydev.debug",1313747613102
stopped,bundle,com.python.pydev.fastparser,2.2.1.2011071313,"com.python.pydev.fastparser",1313747613102
stopped,bundle,org.python.pydev.red_core,2.2.1.2011071313,"org.python.pydev.red_core",1313747613103
stopped,bundle,com.python.pydev,2.2.1.2011071313,"com.python.pydev",1313747613103
stopped,bundle,org.python.pydev.django,2.2.1.2011071313,"org.python.pydev.django",1313747613103
stopped,bundle,org.python.pydev.customizations,2.2.1.2011071313,"org.python.pydev.customizations",1313747613104
stopped,bundle,org.python.pydev.debug,2.2.1.2011071313,"org.python.pydev.debug",1313747613121
stopped,bundle,org.python.pydev.refactoring,2.2.1.2011071313,"org.python.pydev.refactoring",1313747613121
stopped,bundle,org.python.pydev,2.2.1.2011071313,"org.python.pydev",1313747613126
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1313747613154
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1313747613154
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1313747613155
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1313747613155
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1313747613155
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1313747613155
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1313747613156
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1313747613156
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1313747613156
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.help.ui",1313747613156
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1313747613156
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1313747613156
stopped,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1313747613157
stopped,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1313747613157
stopped,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1313747613157
stopped,bundle,org.eclipse.cdt.debug.ui.memory.transport,2.1.0.201102110609,"org.eclipse.cdt.debug.ui.memory.transport",1313747613157
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1313747613158
stopped,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1313747613193
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1313747613194
stopped,bundle,org.python.pydev.jython,2.2.1.2011071313,"org.python.pydev.jython",1313747613195
stopped,bundle,org.python.pydev.parser,2.2.1.2011071313,"org.python.pydev.parser",1313747613195
stopped,bundle,org.python.pydev.core,2.2.1.2011071313,"org.python.pydev.core",1313747613195
stopped,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1313747613195
stopped,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1313747613196
stopped,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1313747613495
stopped,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1313747613495
stopped,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1313747613495
stopped,bundle,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui",1313747613495
activated,perspective,org.python.pydev,,"org.python.pydev.ui.PythonPerspective",1314845882291
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1314845882292
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1314845882292
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1314845882292
started,bundle,org.eclipse.cdt.core,5.2.1.201102110609,"org.eclipse.cdt.core",1314845882292
started,bundle,org.eclipse.cdt.make.core,7.0.1.201102110609,"org.eclipse.cdt.make.core",1314845882292
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1314845882292
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.2.201102110609,"org.eclipse.cdt.managedbuilder.core",1314845882292
started,bundle,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui",1314845882292
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1314845882292
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1314845882292
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1314845882292
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1314845882292
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1314845882292
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1314845882292
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1314845882292
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1314845882292
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1314845882292
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1314845882292
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1314845882292
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1314845882292
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1314845882292
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1314845882292
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1314845882292
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1314845882292
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1314845882292
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1314845882292
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1314845882292
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1314845882292
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1314845882292
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1314845882292
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1314845882292
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1314845882292
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1314845882292
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1314845882292
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1314845882292
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1314845882292
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1314845882292
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1314845882292
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1314845882292
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1314845882292
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1314845882292
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1314845882292
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1314845882292
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1314845882292
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1314845882292
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1314845882292
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1314845882292
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1314845882292
